,address1,address2,city,id,resource_uri,state,venue_name,zipcode
4546,730 3rd St.,,Des Moines,6333,/api/v1/venue/6333/,IA,Wells Fargo Arena,50309
4547,492 North Knight Rd.,,Delanson,6334,/api/v1/venue/6334/,NY,Sunset Farm Sporting Clays,12053
4548,661 Albany Shaker Rd.,,Loudonville,6335,/api/v1/venue/6335/,NY,Blu Stone Bistro,12110
4549,2208 Tamarron Lane,,Lafayette,6336,/api/v1/venue/6336/,CO,Home of Judy & John McGoogan,80026
4550,282 Durham Rd.,,Dover,6337,/api/v1/venue/6337/,NH,Dover Elks Lodge,03820
4551,21 Sweet Hollow Rd.,,Huntington,6338,/api/v1/venue/6338/,NY,West Hills Day Camp,11743
4552,238 S. Ogden St.,,Denver,6339,/api/v1/venue/6339/,CO,Home of Anne McGihon,80209
4553,1 West 54th St.,,New York,6340,/api/v1/venue/6340/,NY,University Club of New York,10019
4554,,,Nashua,6341,/api/v1/venue/6341/,NH,TBD,
4555,4400 Sharon Rd.,,Charlotte,6342,/api/v1/venue/6342/,NC,Maggiano's Little Italy,28211
4556,76 Main St.,,Dresden,6343,/api/v1/venue/6343/,NY,Dresden Hotel,14441
4557,1034 W. 4th Ave.,,Anchorage,6344,/api/v1/venue/6344/,AK,Snow City Cafe,99501
4558,2470 Belmont Dr.,,Anchorage,6345,/api/v1/venue/6345/,AK,Home of Sharon & Russ Winner,99517
4559,"3255 Grace St., NW",,Washington,6346,/api/v1/venue/6346/,D.C.,The Powerhouse,20007
4560,304 Park Avenue South,8th Floor,New York,6347,/api/v1/venue/6347/,NY,MWW,10010
4561,,,McLean,6348,/api/v1/venue/6348/,VA,Home of Maqsood Chaudhry,
4562,200 Seward St.,,Juneau,6349,/api/v1/venue/6349/,AK,Salt,99801
4563,1720 Pleasant St.,,Boulder,6350,/api/v1/venue/6350/,CO,University of Colorado Boulder,80302
4564,,,Purchase,6351,/api/v1/venue/6351/,NY,Home of Robert and Carol Wolf,
4565,1400 Main St.,,Wheeling,6352,/api/v1/venue/6352/,WV,River City Ale Works,26003
4566,,,New Rochelle,6353,/api/v1/venue/6353/,NY,TBD,
4567,"901 Massachusetts Ave., NW",,Washington,6354,/api/v1/venue/6354/,D.C.,Marriott Marquis Hotel,20001
4568,1601 Shop Rd.,,Columbia,6355,/api/v1/venue/6355/,SC,Doc's Barbeque and Southern Buffet,29201
4569,,,Jackson Hole,6356,/api/v1/venue/6356/,WY,TBD,
4570,,,New Rochelle,6357,/api/v1/venue/6357/,NY,Home of Camilo & Lucia Patrignani,
4571,2139 Wyoming Ave.,Apt. 11,Washington,6358,/api/v1/venue/6358/,D.C.,Home of Elaine Reuben,20008
4572,1915 Heights Ave.,,Sioux City,6359,/api/v1/venue/6359/,IA,Home of Kathy & Tim Bottaro,51104
4573,155 Temple St.,,New Haven,6360,/api/v1/venue/6360/,CT,Omni New Haven Hotel at Yale,06510
4574,910 Louisiana St.,Ste. 4900,Houston,6361,/api/v1/venue/6361/,TX,Houston Club,77002
4575,80 Columbus Circle,,New York,6362,/api/v1/venue/6362/,NY,Mandarin Oriental New York,10023
4576,6408 11th Ave.,,Brooklyn,6363,/api/v1/venue/6363/,NY,Mama Rao Cucina Italiana,11219
4577,1617 John F. Kennedy Blvd.,Ste. 1190,Philadelphia,6364,/api/v1/venue/6364/,PA,One Penn Center,19103
4578,,,Whitefish,6365,/api/v1/venue/6365/,MT,TBD,
4579,,,Newport,6366,/api/v1/venue/6366/,RI,Home of Rick Bready & Betty Easton,
4580,,,Portsmouth,6367,/api/v1/venue/6367/,NH,TBD,
4581,,,Cary,6368,/api/v1/venue/6368/,NC,TBD,
4582,8455 Lee Alan Drive,,Fairfax Station,6369,/api/v1/venue/6369/,VA,Home of Susan & Mitch Bainwol,22039
4583,255 Biscayne Blvd. Way,,Miami,6370,/api/v1/venue/6370/,FL,JW Marriott Marquis Miami,33131
4584,1906 Beechwood St.,,Little Rock,6371,/api/v1/venue/6371/,AR,Private Residence,72207
4585,"600 Pennsylvania Ave., SE",Ste. 200,Washington,6372,/api/v1/venue/6372/,D.C.,Schaeffer Strategies,20003
4586,3923 Azalea Dr.,,North Charleston,6373,/api/v1/venue/6373/,SC,Jenkins Institute for Children,29405
4587,1 Clubhouse Lane,,Dracut,6374,/api/v1/venue/6374/,MA,Four Oaks Country Club,01826
4588,458 Union Ave.,,Saratoga Springs,6375,/api/v1/venue/6375/,NY,Saratoga National Golf Club,12866
4589,1125 Rosewood Dr.,,Columbia,6376,/api/v1/venue/6376/,SC,Seawell's,29201
4590,10 Water St.,,Concord,6377,/api/v1/venue/6377/,NH,New Hampshire Republican Party,03301
4591,60 Rogers St.,,Manchester,6378,/api/v1/venue/6378/,NH,,03103
4592,1001 Okeechobee Blvd.,,West Palm Beach,6379,/api/v1/venue/6379/,FL,West Palm Beach Marriott,33401
4593,10635 W. 85th Pl.,,Arvada,6380,/api/v1/venue/6380/,CO,Private Residence,80005
4594,,,New Orleans,6381,/api/v1/venue/6381/,LA,TBD,
4595,,,Atlanta,6382,/api/v1/venue/6382/,GA,Home of Grace Miguel & Usher Raymond,
4596,545 31 Rd.,,Grand Junction,6383,/api/v1/venue/6383/,CO,Rocky Mountain Gun Club,81504
4597,1421 Taylor Corners Circle,,Blacklick,6384,/api/v1/venue/6384/,OH,Home of Rep. Joyce Beatty & Otto Beatty Jr.,43004
4598,19 Bay St.,,Wolfeboro,6385,/api/v1/venue/6385/,NH,Wolfetrap Grill & Raw Bar,03894
4599,1872 N. Commerce St.,,Milwaukee,6386,/api/v1/venue/6386/,WI,Lakefront Brewery,53212
4600,231 Front St.,,South Portland,6387,/api/v1/venue/6387/,ME,Saltwater Grille,04106
4601,605 South Mason St.,,Fort Collins,6388,/api/v1/venue/6388/,CO,Avogadro's Number,80524
4602,102 Carnegie Center,,Princeton,6389,/api/v1/venue/6389/,NJ,Hyatt Regency Princeton,08540
4603,,,Huntington,6390,/api/v1/venue/6390/,WV,TBD,
4604,500 Scenic View Dr.,,Corbin,6391,/api/v1/venue/6391/,KY,Home of Terry & Marion Forcht,40701
4605,3950 W. Market St.,,Greensboro,6392,/api/v1/venue/6392/,NC,Guilford County GOP Headquarters,27404
4606,925 Sligo Road,,North Yarmouth,6393,/api/v1/venue/6393/,ME,Toddy Brook Golf Course,04097
4607,9 Commercial St.,,Portland,6394,/api/v1/venue/6394/,ME,Crema Coffee Company,04101
4608,300 North LaSalle,,Chicago,6395,/api/v1/venue/6395/,IL,Kirkland & Ellis,60654
4609,1700 Granville Road,,Greensboro,6396,/api/v1/venue/6396/,NC,Nancy & Frank Brenner,27408
4610,641 N. High St.,,Columbus,6397,/api/v1/venue/6397/,OH,The Pearl,43215
4611,569 North High Street,,Columbus,6398,/api/v1/venue/6398/,OH,Hyde Park Steakhouse,43215
4612,69 Portsmouth Ave.,,Stratham,6399,/api/v1/venue/6399/,NH,Scamman Farm,03885
4613,491 Amherst St.,Ste. 8,Nashua,6400,/api/v1/venue/6400/,NH,Greater Nashua Republican Field Office,03063
4614,,,Jefferson County,6401,/api/v1/venue/6401/,CO,TBD,
4615,612 Halsey Lane,,Bridgehampton,6402,/api/v1/venue/6402/,NY,Sandcastle,11976
4616,48 Columbia St.,,Bangor,6403,/api/v1/venue/6403/,ME,Coespace,04401
4617,284 Western Ave.,,Augusta,6404,/api/v1/venue/6404/,ME,Senator Inn & Spa,04330
4618,302 Water St.,,Augusta,6405,/api/v1/venue/6405/,ME,Charlamagne's,04330
4619,37 S. Freeport Rd.,,Freeport,6406,/api/v1/venue/6406/,ME,Home of Rep. Sara Gideon,04032
4620,57 Center St.,,Portland,6407,/api/v1/venue/6407/,ME,Brian Boru Public House,04101
4621,3 Westview St.,,Augusta,6408,/api/v1/venue/6408/,ME,Home of Sen. Roger Katz,04330
4622,16 Trout Road,,Madison,6409,/api/v1/venue/6409/,ME,Camp of Mary & Sandy Turbyne,04950
4623,415 Main St.,,Presque Isle,6410,/api/v1/venue/6410/,ME,Cafe Sorpreso,04769
4624,47 Market St.,,Gardiner,6411,/api/v1/venue/6411/,ME,Pine State Trading Co.,04330
4625,538 Congress St.,,Portland,6412,/api/v1/venue/6412/,ME,Space Gallery,04101
4626,304 Crum Creek Lane,,Newtown Square,6413,/api/v1/venue/6413/,PA,Home of Shelly & Abu Rahman,19073
4627,911 Lew Blvd.,,St. Augustine,6414,/api/v1/venue/6414/,FL,Home of Dawn & Patrick Canan,32080
4628,231 York St.,,Portland,6415,/api/v1/venue/6415/,ME,Outliers Eatery,04102
4629,254 Commercial St.,,Portland,6416,/api/v1/venue/6416/,ME,Pierce Atwood LLP,04101
4630,210 Encino Ave.,,San Antonio,6417,/api/v1/venue/6417/,TX,Home of Katy & Ted Flato,78209
4631,70 Lincoln St.,,Lewiston,6418,/api/v1/venue/6418/,ME,Fish Bones American Grill,04240
4632,59 Lewiston Rd.,,Gray,6419,/api/v1/venue/6419/,ME,Spring Meadows Golf Club,04039
4633,,,Portland,6420,/api/v1/venue/6420/,ME,Custom House Wharf,04101
4634,1158 Riverside St.,,Portland,6421,/api/v1/venue/6421/,ME,"Riverside Grill, Riverside Golf Course",04103
4635,16 Common St.,,Waterville,6422,/api/v1/venue/6422/,ME,Common Street Arts,04901
4636,136 State St.,,Augusta,6423,/api/v1/venue/6423/,ME,Governor Hill Mansion,04330
4637,3 Bridge St.,,Westbrook,6424,/api/v1/venue/6424/,ME,Frog & Turtle,04092
4638,80 Hayfield Way,,Rockport,6425,/api/v1/venue/6425/,ME,Home of Polly Chatfield,04856
4639,89 Water St.,3rd Floor,Hallowell,6426,/api/v1/venue/6426/,ME,Chris Vallee's Loft,04347
4640,571 Civic Center Dr.,,Augusta,6427,/api/v1/venue/6427/,ME,Johnathan's Restaurant,04330
4641,1 City Center,,Portland,6428,/api/v1/venue/6428/,ME,MJ's Wine Bar,04101
4642,11 Ricker Hill Rd.,,Turner,6429,/api/v1/venue/6429/,ME,Ricker Hill Farms,04282
4643,15 Bunker Hill Rd.,,Jefferson,6430,/api/v1/venue/6430/,ME,Damariscotta Lake Farm,04348
4644,,,Chapel Hill,6431,/api/v1/venue/6431/,NC,TBD,
4645,,,Iowa City,6432,/api/v1/venue/6432/,IA,TBD,
4646,2404 Sir Barton Way,,Lexington,6433,/api/v1/venue/6433/,KY,Forcht Bank,40509
4647,,,Baltimore,6434,/api/v1/venue/6434/,MD,Home of Howard Friedman,
4648,1142 East Court St.,,Iowa City,6435,/api/v1/venue/6435/,IA,Home of Jim Hayes,52240
4649,39 Old Ridgebury Rd.,,Danbury,6436,/api/v1/venue/6436/,CT,Matrix Conference & Banquet Center,06810
4650,6 Wiltshire Lane,,Avon,6437,/api/v1/venue/6437/,CT,Home of Mr. & Mrs. Steve Vicino,06001
4651,3111 Fairview Park Dr.,,Falls Church,6438,/api/v1/venue/6438/,VA,Falls Church Marriott Fairview Park,22042
4652,1515 Lower Fayetteville Rd.,,Newnan,6439,/api/v1/venue/6439/,GA,The Newnan Centre,30265
4653,,,Los Angeles,6440,/api/v1/venue/6440/,CA,Home of Matthew Weiner & Linda Brettler,
4654,,,Beverly Hills,6441,/api/v1/venue/6441/,CA,Home of Bruce & Toni Corwin,
4655,,,Beverly Hills,6442,/api/v1/venue/6442/,CA,Home of Rosalie Swedlin & Robert Cort,
4656,173 Skirmisher Lane,,Middletown,6443,/api/v1/venue/6443/,VA,Lord Fairfax Community College,22645
4657,,,Hancock Park,6444,/api/v1/venue/6444/,CA,Home of Michael Kong & Stacey Twilley,
4658,,,McLean,6445,/api/v1/venue/6445/,VA,Home of Tori Winkler Thomas,
4659,215 Whitten Rd.,,Augusta,6446,/api/v1/venue/6446/,ME,Ground Round Sports Grille,04347
4660,60 Applegate Ln.,,Wilton,6447,/api/v1/venue/6447/,ME,Home of State Sen. Tom Saviello,04294
4661,46 University Dr.,,Augusta,6448,/api/v1/venue/6448/,ME,"Jewett Hall, University of Maine at Augusta",04330
4662,6 Custom House Wharf,,Portland,6449,/api/v1/venue/6449/,ME,Harbour's Edge,04101
4663,"1250 D St., SE",,Washington,6450,/api/v1/venue/6450/,D.C.,,20003
4664,201 Southborough Dr.,,Scarborough,6451,/api/v1/venue/6451/,ME,Sebago Brewing Company,04074
4665,220 Warrenton St.,,Rockport,6452,/api/v1/venue/6452/,ME,The Samoset Resort,04856
4666,89 Exchange St.,,Portland,6453,/api/v1/venue/6453/,ME,Aucocisco Galleries,04101
4667,119 W. 56th St.,,New York,6454,/api/v1/venue/6454/,NY,Le Parker Meridien,10019
4668,9 Barclay St.,,New York,6455,/api/v1/venue/6455/,NY,Woolworth Tower Kitchen,10279
4669,20 W. 72nd St.,Apt. 506,New York,6456,/api/v1/venue/6456/,NY,Private Home,10023
4670,77 Hudson St.,,New York,6457,/api/v1/venue/6457/,NY,Zutto,10013
4671,227 W. 17th St.,6th Floor,New York,6458,/api/v1/venue/6458/,NY,Home of Kate Linker & Bernard Tschumi,10011
4672,476 Dunn Rd.,,Belgrade,6459,/api/v1/venue/6459/,ME,Protection Training Associates,04917
4673,200 W. Big Beaver Rd.,,Troy,6460,/api/v1/venue/6460/,MI,Detroit Marriott Troy,48084
4674,10 Harris Rd.,,Cumberland Center,6461,/api/v1/venue/6461/,ME,Home of Diana & Adam Lee,04021
4675,,,Martha's Vineyard,6462,/api/v1/venue/6462/,MA,Hedley & Hancsin Residence,
4676,416 Oxbow Rd.,,Palmyra,6463,/api/v1/venue/6463/,ME,M Room at Millennium,04965
4677,16 Farm View Dr.,,New Gloucester,6464,/api/v1/venue/6464/,ME,Pineland Farms,04260
4678,188 Pine St.,,Portland,6465,/api/v1/venue/6465/,ME,Home of Dan & Joan Amory,04102
4679,6 Shoreline Dr.,,Falmouth,6466,/api/v1/venue/6466/,ME,Home of Elizabeth Ehrenfeld,04105
4680,13 College Ave.,,Waterville,6467,/api/v1/venue/6467/,ME,Waterville Victory Center,04901
4681,,,Springfield,6468,/api/v1/venue/6468/,IL,TBD,
4682,122 Ocean Ave.,,Bay Shore,6469,/api/v1/venue/6469/,NY,Captain Bill's,11706
4683,206 Stewart Ave.,,Garden City,6470,/api/v1/venue/6470/,NY,Garden City Country Club,11530
4684,,,Baltimore,6471,/api/v1/venue/6471/,MD,Home of Ted Venetoulis,
4685,,,Los Angeles,6472,/api/v1/venue/6472/,CA,Home of Gwyneth Paltrow,
4686,,,Scottsdale,6473,/api/v1/venue/6473/,AZ,TBD,
4687,,,Charlottesville,6474,/api/v1/venue/6474/,VA,TBD,
4688,1776 Grant St.,,Denver,6475,/api/v1/venue/6475/,CO,Warwick Hotel,80203
4689,,,Crawfordville,6476,/api/v1/venue/6476/,FL,TBD,
4690,,,Wilmington,6477,/api/v1/venue/6477/,NC,TBD,
4691,204 E. 4th St.,,Austin,6478,/api/v1/venue/6478/,TX,Brazos Hall,78701
4692,6615 Georgetown Pike,,McLean,6479,/api/v1/venue/6479/,VA,Home of Michelle & Chris Olson,22101
4693,242 N. College Ave.,,Ft. Collins,6480,/api/v1/venue/6480/,CO,Pateros Creek Brewery,80524
4694,2127 Chesapeake Dr.,,Ft. Collins,6481,/api/v1/venue/6481/,CO,Home of Lynette Seymour,80524
4695,2001 Creekwood Dr.,,Ft. Collins,6482,/api/v1/venue/6482/,CO,Private Residence,80525
4696,1146 Main St.,,Readfield,6483,/api/v1/venue/6483/,ME,Readfield Emporium,04355
4697,,,Pacific Palisades,6484,/api/v1/venue/6484/,CA,Home of Howard & Cami Gordon,
4698,1 La Salle Square,,Providence,6485,/api/v1/venue/6485/,RI,Dunkin' Donuts Center,02903
4699,"20 F St., NW",Ste. 610,Washington,6486,/api/v1/venue/6486/,D.C.,"Independent Insurance Agents & Brokers of America, Inc.",20001
4700,220 S. Main St.,,Wichita,6487,/api/v1/venue/6487/,KS,Carnegie Library,61202
4701,5855 W. Century Blvd.,,Los Angeles,6488,/api/v1/venue/6488/,CA,LAX Marriott,90045
4702,141 Gilmartin Dr.,,Tiburon,6489,/api/v1/venue/6489/,CA,Home of David Smith & Sharon Osberg,94920
4703,San Carlos St.,,Carmel,6490,/api/v1/venue/6490/,CA,Nico Restaurant,93923
4704,6400 Westown Pkwy.,,West Des Moines,6491,/api/v1/venue/6491/,IA,Kum & Go corporate headquarters,50266
4705,,,Lake Oswego,6492,/api/v1/venue/6492/,OR,TBD,
4706,1928 Sunset Harbor Dr.,,Miami,6493,/api/v1/venue/6493/,FL,Sunset Harbor Marina,33139
4707,17 W. Boscawen St.,,Winchester,6494,/api/v1/venue/6494/,VA,Winchester Victory Office,22601
4708,,,Eugene,6495,/api/v1/venue/6495/,OR,TBD,
4709,2500 N. River Rd.,,Hooksett,6496,/api/v1/venue/6496/,NH,Southern New Hampshire University,03106
4710,6602 Melrose Ave.,,Los Angeles,6497,/api/v1/venue/6497/,CA,Osteria Mozza,90038
4711,420 W. Kennedy Blvd.,,Tampa,6498,/api/v1/venue/6498/,FL,Oxford Exchange,33606
4712,88 Ridge St.,,Glens Falls,6499,/api/v1/venue/6499/,NY,Queensbury Hotel,12801
4713,170 Arvida Pkwy.,,Coral Gables,6500,/api/v1/venue/6500/,FL,,33156
4714,45 7th St.,,Garden City,6501,/api/v1/venue/6501/,NY,Garden City Hotel,11530
4715,18 Plaza Dr.,,Unity,6502,/api/v1/venue/6502/,ME,The Cast Iron Grille,04988
4716,,,,6503,/api/v1/venue/6503/,ME,TBD,
4717,"655 15th St., NW",Ste. 1200,Washington,6504,/api/v1/venue/6504/,D.C.,Kirkland & Ellis,20005
4718,,,Santa Fe,6505,/api/v1/venue/6505/,NM,Private Theater of George R. R. Martin,
4719,1 Dr. Carlton B. Goodlett Place,,San Francisco,6506,/api/v1/venue/6506/,CA,San Francisco City Hall,94102
4720,15 N. Jackson,,Helena,6507,/api/v1/venue/6507/,MT,Shrine Temple,59601
4721,,,Charlotte,6508,/api/v1/venue/6508/,NC,TBD,
4722,295 Main St.,,Buffalo,6509,/api/v1/venue/6509/,NY,Ellicott Square Building,14203
4723,9103 Alta Dr.,,Las Vegas,6510,/api/v1/venue/6510/,NV,One Queensridge Place,89145
4724,,,Utah County,6511,/api/v1/venue/6511/,UT,TBD,
4725,1520 South Tryon St.,,Charlotte,6512,/api/v1/venue/6512/,NC,Elder Art Gallery,28203
4726,88 Spring St.,,Portland,6513,/api/v1/venue/6513/,ME,Holiday Inn by the Bay,04101
4727,11417 Skipwith Ln.,,Potomac,6514,/api/v1/venue/6514/,MD,Home of David & June Trone,20854
4728,3695 65th Ave.,,Greeley,6515,/api/v1/venue/6515/,CO,St. Michaels Reservoir Estate,80634
4729,1901 Glenwood Ave.,,Syracuse,6516,/api/v1/venue/6516/,NY,Bellevue Country Club,13207
4730,4 Stonebridge Rd.,,Montclair,6517,/api/v1/venue/6517/,NJ,Home of Tracy Higgins & Jim Leitner,07042
4731,2100 NW 100th St.,,Clive,6518,/api/v1/venue/6518/,IA,Seven Flags Event Center,50325
4732,14515 E. 13th St. North,,Wichita,6519,/api/v1/venue/6519/,KS,Murfin Stables,67230
4733,616 St. Peter St.,,New Orleans,6520,/api/v1/venue/6520/,LA,Tableau Restuarant,70116
4734,503 E. Mariposa,,Redlands,6521,/api/v1/venue/6521/,CA,Home of Dr. Dale & Susan Broome,92373
4735,285 E. Hospitality Ln.,,San Bernardino,6522,/api/v1/venue/6522/,CA,Hotel San Bernardino,92408
4736,814 W. Colton Ave.,,Redlands,6523,/api/v1/venue/6523/,CA,American Legion,92374
4737,13266 Garcia Ct.,,Rancho Cucamonga,6524,/api/v1/venue/6524/,CA,Home of Clemente Mojica & Viviana Russo,91739
4738,,,Trabuco Canyon,6525,/api/v1/venue/6525/,CA,Home of Gregory Grabowski,
4739,2502 E. Camelback Rd.,,Phoenix,6526,/api/v1/venue/6526/,AZ,Seasons 52,85016
4740,University of Maine,2 Flagstaff Rd.,Orono,6527,/api/v1/venue/6527/,ME,Collins Center for the Arts,04469
4741,2021 State St.,,Bettendorf,6528,/api/v1/venue/6528/,IA,QC Waterfront Convention Center,52722
4742,,,West Hartford,6529,/api/v1/venue/6529/,CT,TBD,
4743,225 Main St.,,Stamford,6530,/api/v1/venue/6530/,CT,Bobby V's,06901
4744,207 SW Greenville Blvd.,,Greenville,6531,/api/v1/venue/6531/,NC,Greenville Hilton,27834
4745,55 West 25th St.,3rd Floor,New York,6532,/api/v1/venue/6532/,NY,Chelsea Landmark,10010
4746,,,New York,6533,/api/v1/venue/6533/,NY,Home of Mark Gallogly and Lise Strickler,
4747,800 7th Ave.,,New York,6534,/api/v1/venue/6534/,NY,Rosie O' Grady's,10019
4748,17322 Interstate 30,,Benton,6535,/api/v1/venue/6535/,AR,Benton Event Center,72019
4749,79 South Liberty Dr.,,Stony Point,6536,/api/v1/venue/6536/,NY,Lynch's Restaurant,10980
4750,,,Clayton,6537,/api/v1/venue/6537/,MO,TBD,
4751,136 E. Broad St.,,Columbus,6538,/api/v1/venue/6538/,OH,Athletic Club of Columbus,43215
4752,702 W. Fulton Market,,Chicago,6539,/api/v1/venue/6539/,IL,Carnivale Chicago,60661
4753,3 White Birch Ln.,,York,6540,/api/v1/venue/6540/,ME,It's a Dog's World,03909
4754,100 Dorado Beach Dr.,,Dorado,6541,/api/v1/venue/6541/,PR,"Dorado Beach, a Ritz-Carlton Reserve",00646
4755,3425 SW Brentwood Dr.,,Portland,6542,/api/v1/venue/6542/,OR,Home of Katy Durant & Gordon Sondland,97201
4756,1200 Louisiana St.,,Houston,6543,/api/v1/venue/6543/,TX,Hyatt Regency Houston,77002
4757,,,Greenwich,6544,/api/v1/venue/6544/,CT,Home of Richard & Ellen Schapps Richman,
4758,,,Greenville,6545,/api/v1/venue/6545/,SC,TBD,
4759,457 Knox Mountain Rd.,,Sanbornton,6546,/api/v1/venue/6546/,NH,Home of Bill & Faith Tobin,03269
4760,,,Detroit,6547,/api/v1/venue/6547/,MI,TBD,
4761,221 W. Broadway,,New York,6548,/api/v1/venue/6548/,NY,White Street,10013
4762,,,Washington,6549,/api/v1/venue/6549/,D.C.,Home of Chris & Karen Donatelli,
4763,,,Newark,6550,/api/v1/venue/6550/,NJ,TBD,
4764,3730 S Las Vegas Blvd.,,Las Vegas,6551,/api/v1/venue/6551/,NV,ARIA Resort & Casino Las Vegas,89109
4765,12125 Windsor Hall Way,,Herndon,6552,/api/v1/venue/6552/,VA,Home of Danny Vargas,20170
4766,967 Point Rd.,,Hancock Point,6553,/api/v1/venue/6553/,ME,Crocker House Country Inn,04640
4767,,,Chicago,6554,/api/v1/venue/6554/,IL,Home of Meredith Bluhm-Wolf,
4768,,,Chicago,6555,/api/v1/venue/6555/,IL,Rob & Eileen Stein,
4769,11 Congdon Hill Rd.,,Saunderstown,6556,/api/v1/venue/6556/,RI,Home of Barbara & Rhue Reis,02874
4770,1211 Euclid Ave.,,Cleveland,6557,/api/v1/venue/6557/,OH,Union Club,44115
4771,111 W. 16th Ave.,Ste. 400,Anchorage,6558,/api/v1/venue/6558/,AK,Bristol Bay Native Corporation Atrium,99501
4772,999 Montauk Hwy.,,West Islip,6559,/api/v1/venue/6559/,NY,Nonnina Italian Bistro,11795
4773,1150 Camp Hill,,Camp Hill,6560,/api/v1/venue/6560/,PA,"Radisson Hotel Harrisburg, Camp Hill",17011
4774,,,New York,6561,/api/v1/venue/6561/,NY,Home of Bill White & Bryan Eure,
4775,1603 W. Mulberry St.,,Fort Collins,6562,/api/v1/venue/6562/,CO,Home of Jeni Arndt,80521
4776,286 Maple Ave.,,Cheshire,6563,/api/v1/venue/6563/,CT,Waverly Inn,06410
4777,585 North Broadway,,Jericho,6564,/api/v1/venue/6564/,NY,Milleridge Inn,11753
4778,90 Colonial Dr.,,East Patchogue,6565,/api/v1/venue/6565/,NY,Sunset Harbor Club,11772
4779,"750 15th St., NW",,Washington,6566,/api/v1/venue/6566/,D.C.,"Joe's Seafood, Prime Steak & Stone Crab",20005
4780,,,Parkland,6567,/api/v1/venue/6567/,FL,Home of Mike Moskowitz,
4781,355 Country Club Ln.,,Dike,6568,/api/v1/venue/6568/,IA,Fox Ridge Golf Course,50624
4782,100 Tavistock Ln.,,Haddonfield,6569,/api/v1/venue/6569/,NJ,Tavistock Country Club,08033
4783,1720 14th St. NW,,Washington,6570,/api/v1/venue/6570/,D.C.,Cork Wine Bar,20009
4784,,,New York,6571,/api/v1/venue/6571/,NY,Home of Ron & Beth Dozoretz,
4785,,,Raleigh,6572,/api/v1/venue/6572/,NC,TBD,
4786,14550 John Marshall Hwy.,,Haymarket,6573,/api/v1/venue/6573/,VA,Haymarket Victory Office,20169
4787,"84 Church St., SE",,Minneapolis,6574,/api/v1/venue/6574/,MN,"Northrop Auditorium, University of Minnesota",55455
4788,223 Columbus Ave.,,Boston,6575,/api/v1/venue/6575/,MA,Mistral,02116
4789,2300 Oak Ridge Rd.,,Arrington,6576,/api/v1/venue/6576/,VA,Oak Ridge Estate,22922
4790,,,Woodside,6577,/api/v1/venue/6577/,CA,Home of Larry Ellison,
4791,2921 44th Place NW,,Washington,6578,/api/v1/venue/6578/,D.C.,Home of Albert & Madzy Beveridge,20016
4792,800 Convention Pl.,,Seattle,6579,/api/v1/venue/6579/,WA,Washington State Convention Center,98101
4793,701 9th St. NW,,Washington,6580,/api/v1/venue/6580/,D.C.,Zaytinya,20001
4794,,,Los Angeles,6581,/api/v1/venue/6581/,CA,TBD,
4795,525 Arch St.,,Philadelphia,6582,/api/v1/venue/6582/,PA,National Constitution Center,19106
4796,6120 Terracina Court,,Loomis,6583,/api/v1/venue/6583/,CA,Home of Theresa & Tom Kandris,95650
4797,1121 W. 10th St.,,Cleveland,6584,/api/v1/venue/6584/,OH,Ken Stewart's East Bank,44113
4798,91 Bow Center Rd.,,Bow,6585,/api/v1/venue/6585/,NH,Bow Town Hall,03304
4799,555 S. Flower St.,51st Floor,Los Angeles,6586,/api/v1/venue/6586/,CA,City Club of Los Angeles,90071
4800,1650 Front St.,,Oceano,6587,/api/v1/venue/6587/,CA,Oceano Train Depot,93445
4801,67 S. Main St.,,Concord,6588,/api/v1/venue/6588/,NH,The Draft,03301
4802,54 Nunnally Farm Rd.,,Monroe,6589,/api/v1/venue/6589/,GA,Home of Suzanne & Roy Roberts,30655
4803,,,,6590,/api/v1/venue/6590/,NH,TBD,
4804,960 Christian Chapel Church Rd.,,New Hill,6591,/api/v1/venue/6591/,NC,Woody's Hunting & Rifle Club,27562
4805,4810 Drummond Ave.,,Chevy Chase,6592,/api/v1/venue/6592/,MD,Home of Tim Shriver & Linda Potter,20815
4806,418 N. Main St.,,Franklin,6593,/api/v1/venue/6593/,NH,Pizza Chef,03235
4807,,,Rye,6594,/api/v1/venue/6594/,NH,Home of Mike Schwartz & Sharyn Potter,
4808,4000 Turnberry Dr.,,West Des Moines,6595,/api/v1/venue/6595/,IA,Stine Party Barn,50265
4809,"1201 24th St., NW",,Washington,6596,/api/v1/venue/6596/,D.C.,Blue Duck Tavern,20037
4810,177 N. State St.,Ste. #404,Chicago,6597,/api/v1/venue/6597/,IL,Economic Club of Chicago,60601
4811,,,Bryn Mawr,6598,/api/v1/venue/6598/,PA,TBD,
4812,,,Pacific Beach,6599,/api/v1/venue/6599/,CA,Private Residence,
4813,,,Pacific Beach,6600,/api/v1/venue/6600/,CA,TBD,
4814,,,Woodside,6601,/api/v1/venue/6601/,CA,Home of John Doerr,
4815,,,Providence,6602,/api/v1/venue/6602/,RI,TBD,
4816,,,Lewiston,6603,/api/v1/venue/6603/,ME,TBD,
4817,431 W. 7th St.,,Los Angeles,6604,/api/v1/venue/6604/,CA,Los Angeles Athletic Club,90014
4818,528 W. 39th St.,,New York City,6605,/api/v1/venue/6605/,NY,Jacques Rosas Art Studio,10018
