,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party_x,phone,twitter_id,votesmart_id,webform,website,youtube_url,affiliate,bioguide,crp_id,district,id,image_available,name,party_y,resource_uri,state,title
3457,,,,,,,,,,,,,,,,,,,,,,,,N00031042,19,16731.0,False,Joseph E. Budd,U,/api/v1/lawmaker/16731/,FL,
3458,,,,,,,,,,,,,,,,,,,,,,,,N00031042,19,17137.0,False,Joseph E. Budd,U,/api/v1/lawmaker/17137/,FL,
3459,,,,,,,,,,,,,,,,,,,,,,,,N00030924,20,16733.0,False,Brian G. Reilly,R,/api/v1/lawmaker/16733/,FL,
3460,,,,,,,,,,,,,,,,,,,,,,,,N00030924,20,17139.0,False,Brian G. Reilly,R,/api/v1/lawmaker/17139/,FL,
3461,,,,,,,,,,,,,,,,,,,,,,,,N00031214,20,16734.0,False,Clayton James Schock,3,/api/v1/lawmaker/16734/,FL,
3462,,,,,,,,,,,,,,,,,,,,,,,,N00031215,21,16735.0,False,William Sanchez,R,/api/v1/lawmaker/16735/,FL,
3463,,,,,,,,,,,,,,,,,,,,,,,,N00031215,21,17141.0,False,William Sanchez,R,/api/v1/lawmaker/17141/,FL,
3464,,,,,,,,,,,,,,,,,,,,,,,,N00030845,24,16736.0,False,Ken Miller,R,/api/v1/lawmaker/16736/,FL,
3465,,,,,,,,,,,,,,,,,,,,,,,,N00030845,24,17142.0,False,Ken Miller,R,/api/v1/lawmaker/17142/,FL,
3466,,,,,,,,,,,,,,,,,,,,,,,,N00030925,24,16738.0,False,Dorothy L. Hukill,R,/api/v1/lawmaker/16738/,FL,
3467,,,,,,,,,,,,,,,,,,,,,,,,N00030925,24,17144.0,False,Dorothy L. Hukill,R,/api/v1/lawmaker/17144/,FL,
3468,,,,,,,,,,,,,,,,,,,,,,,A000366,N00030926,24,16739.0,True,Sandy Adams,R,/api/v1/lawmaker/16739/,FL,Rep.
3469,,,,,,,,,,,,,,,,,,,,,,,A000366,N00030926,24,17145.0,True,Sandy Adams,R,/api/v1/lawmaker/17145/,FL,Rep.
3470,,,,,,,,,,,,,,,,,,,,,,,,N00031043,24,16741.0,False,Ometrias Deon Long,R,/api/v1/lawmaker/16741/,FL,
3471,,,,,,,,,,,,,,,,,,,,,,,,N00031043,24,17147.0,False,Ometrias Deon Long,R,/api/v1/lawmaker/17147/,FL,
3472,,,,,,,,,,,,,,,,,,,,,,,P000606,N00034416,9,18614.0,True,Robert Pittenger,R,/api/v1/lawmaker/18614/,NC,Rep.
3473,,,,,,,,,,,,,,,,,,,,,,,,N00031216,25,16743.0,False,Luis Antonio Rivera,D,/api/v1/lawmaker/16743/,FL,
3474,,,,,,,,,,,,,,,,,,,,,,,,N00031216,25,17149.0,False,Luis Antonio Rivera,D,/api/v1/lawmaker/17149/,FL,
3475,,,,,,,,,,,,,,,,,,,,,,,,N00031044,02,16744.0,False,Mike Keown,R,/api/v1/lawmaker/16744/,GA,
3476,,,,,,,,,,,,,,,,,,,,,,,,N00031044,02,17150.0,False,Mike Keown,R,/api/v1/lawmaker/17150/,GA,
3477,,,,,,,,,,,,,,,,,,,,,,,,N00030998,04,16745.0,False,Lawrence F. Gause,R,/api/v1/lawmaker/16745/,GA,
3478,,,,,,,,,,,,,,,,,,,,,,,,N00030998,04,17151.0,False,Lawrence F. Gause,R,/api/v1/lawmaker/17151/,GA,
3479,,,,,,,,,,,,,,,,,,,,,,,,N00031097,08,16746.0,False,Kenneth Ray Deloach Jr,R,/api/v1/lawmaker/16746/,GA,
3480,,,,,,,,,,,,,,,,,,,,,,,,N00031097,08,17152.0,False,Kenneth Ray Deloach Jr,R,/api/v1/lawmaker/17152/,GA,
3481,,,,,,,,,,,,,,,,,,,,,,,,N00030652,12,16747.0,False,Wayne Mosley,R,/api/v1/lawmaker/16747/,GA,
3482,,,,,,,,,,,,,,,,,,,,,,,,N00030652,12,17160.0,False,Wayne Mosley,R,/api/v1/lawmaker/17160/,GA,
3483,,,,,,,,,,,,,,,,,,,,,,,,N00030789,12,16748.0,False,Carl Smith,R,/api/v1/lawmaker/16748/,GA,
3484,,,,,,,,,,,,,,,,,,,,,,,,N00030789,12,17161.0,False,Carl Smith,R,/api/v1/lawmaker/17161/,GA,
3485,,,,,,,,,,,,,,,,,,,,,,,,N00030653,13,16749.0,False,Sonja Sleeper,R,/api/v1/lawmaker/16749/,GA,
3486,,,,,,,,,,,,,,,,,,,,,,,,N00030653,13,17162.0,False,Sonja Sleeper,R,/api/v1/lawmaker/17162/,GA,
3487,,,,,,,,,,,,,,,,,,,,,,,,N00031218,03,16751.0,False,Dave Funk,R,/api/v1/lawmaker/16751/,IA,
3488,,,,,,,,,,,,,,,,,,,,,,,,N00031218,03,17166.0,False,Dave Funk,R,/api/v1/lawmaker/17166/,IA,
3489,,,,,,,,,,,,,,,,,,,,,,,,N00030654,01,16753.0,False,Vaughn L Ward,R,/api/v1/lawmaker/16753/,ID,
3490,,,,,,,,,,,,,,,,,,,,,,,,N00030654,01,17168.0,False,Vaughn L Ward,R,/api/v1/lawmaker/17168/,ID,
3491,,,,,,,,,,,,,,,,,,,,,,,,N00030928,01,16754.0,False,Ken A. Roberts,R,/api/v1/lawmaker/16754/,ID,
3492,,,,,,,,,,,,,,,,,,,,,,,,N00030928,01,17169.0,False,Ken A. Roberts,R,/api/v1/lawmaker/17169/,ID,
3493,,,,,,,,,,,,,,,,,,,,,,,,N00031219,02,16756.0,False,Russell J. Mathews,R,/api/v1/lawmaker/16756/,ID,Cand.
3494,,,,,,,,,,,,,,,,,,,,,,,,N00030575,01,16757.0,False,Alex Dubuclet,D,/api/v1/lawmaker/16757/,IL,Cand.
3495,,,,,,,,,,,,,,,,,,,,,,,,N00030740,01,16758.0,False,Frederick Smith,D,/api/v1/lawmaker/16758/,IL,
3496,,,,,,,,,,,,,,,,,,,,,,,,N00030740,01,17173.0,False,Frederick Smith,D,/api/v1/lawmaker/17173/,IL,
3497,,,,,,,,,,,,,,,,,,,,,,,,N00030999,02,16759.0,False,Isaac Hayes,R,/api/v1/lawmaker/16759/,IL,
3498,,,,,,,,,,,,,,,,,,,,,,,,N00030999,02,17174.0,False,Isaac Hayes,R,/api/v1/lawmaker/17174/,IL,
3499,,,,,,,,,,,,,,,,,,,,,,,,N00031098,05,16760.0,False,Ashvin Prakash Lad,R,/api/v1/lawmaker/16760/,IL,
3500,,,,,,,,,,,,,,,,,,,,,,,,N00031098,05,17193.0,False,Ashvin Prakash Lad,R,/api/v1/lawmaker/17193/,IL,
3501,,,,,,,,,,,,,,,,,,,,,,,,N00031220,05,16761.0,False,David Ratowitz,R,/api/v1/lawmaker/16761/,IL,
3502,,,,,,,,,,,,,,,,,,,,,,,,N00031220,05,17194.0,False,David Ratowitz,R,/api/v1/lawmaker/17194/,IL,
3503,,,,,,,,,,,,,,,,,,,,,,,,N00031000,07,16762.0,False,Darlena Williams-Burnett,D,/api/v1/lawmaker/16762/,IL,
3504,,,,,,,,,,,,,,,,,,,,,,,,N00031000,07,17195.0,False,Darlena Williams-Burnett,D,/api/v1/lawmaker/17195/,IL,
3505,,,,,,,,,,,,,,,,,,,,,,,,N00031099,08,16763.0,False,Maria Rodriguez,R,/api/v1/lawmaker/16763/,IL,
3506,,,,,,,,,,,,,,,,,,,,,,,,N00031099,08,17198.0,False,Maria Rodriguez,R,/api/v1/lawmaker/17198/,IL,
3507,,,,,,,,,,,,,,,,,,,,,,,,N00031100,08,16764.0,False,Christopher Todd Geissler,R,/api/v1/lawmaker/16764/,IL,
3508,,,,,,,,,,,,,,,,,,,,,,,,N00031100,08,17199.0,False,Christopher Todd Geissler,R,/api/v1/lawmaker/17199/,IL,
3509,,,,,,,,,,,,,,,,,,,,,,,,N00031222,08,16765.0,False,Dirk Beveridge,R,/api/v1/lawmaker/16765/,IL,
3510,,,,,,,,,,,,,,,,,,,,,,,,N00031222,08,17200.0,False,Dirk Beveridge,R,/api/v1/lawmaker/17200/,IL,
3511,,,,,,,,,,,,,,,,,,,,,,,,N00031101,09,16766.0,False,Joel Pollak,R,/api/v1/lawmaker/16766/,IL,
3512,,,,,,,,,,,,,,,,,,,,,,,,N00031101,09,17201.0,False,Joel Pollak,R,/api/v1/lawmaker/17201/,IL,
3513,,,,,,,,,,,,,,,,,,,,,,,,N00031223,09,16767.0,False,Israel Vasquez,R,/api/v1/lawmaker/16767/,IL,
3514,,,,,,,,,,,,,,,,,,,,,,,H001068,N00033030,2,18608.0,True,Jared Huffman,D,/api/v1/lawmaker/18608/,CA,Rep.
3515,,,,,,,,,,,,,,,,,,,,,,,,N00030741,11,16769.0,False,Henry W. Meers Jr,R,/api/v1/lawmaker/16769/,IL,
3516,,,,,,,,,,,,,,,,,,,,,,,,N00030741,11,17213.0,False,Henry W. Meers Jr,R,/api/v1/lawmaker/17213/,IL,
3517,,,,,,,,,,,,,,,,,,,,,,,C001096,N00004614,AL,18599.0,True,Kevin Cramer,R,/api/v1/lawmaker/18599/,ND,Rep.
3518,,,,,,,,,,,,,,,,,,,,,,,,N00030867,14,16771.0,False,Ethan Hastert,R,/api/v1/lawmaker/16771/,IL,
3519,,,,,,,,,,,,,,,,,,,,,,,,N00030867,14,17215.0,False,Ethan Hastert,R,/api/v1/lawmaker/17215/,IL,
3520,,,,,,,,,,,,,,,,,,,,,,,S000937,N00005918,36,18580.0,True,Steve Stockman,R,/api/v1/lawmaker/18580/,TX,Rep.
3521,,,,,,,,,,,,,,,,,,,,,,,,N00031225,14,16775.0,False,James Pistorius,D,/api/v1/lawmaker/16775/,IL,
3522,,,,,,,,,,,,,,,,,,,,,,,,N00031225,14,17219.0,False,James Pistorius,D,/api/v1/lawmaker/17219/,IL,
3523,,,,,,,,,,,,,,,,,,,,,,,,N00030908,15,16776.0,False,Samuel Thomas Spradlin,R,/api/v1/lawmaker/16776/,IL,
3524,,,,,,,,,,,,,,,,,,,,,,,,N00030908,15,17220.0,False,Samuel Thomas Spradlin,R,/api/v1/lawmaker/17220/,IL,
3525,,,,,,,,,,,,,,,,,,,,,,,,N00030868,18,16778.0,False,Carl Douglas Ray,D,/api/v1/lawmaker/16778/,IL,
3526,,,,,,,,,,,,,,,,,,,,,,,,N00030868,18,17222.0,False,Carl Douglas Ray,D,/api/v1/lawmaker/17222/,IL,
3527,,,,,,,,,,,,,,,,,,,,,,,W000813,N00031226,02,16779.0,True,Jackie Walorski,R,/api/v1/lawmaker/16779/,IN,
3528,,,,,,,,,,,,,,,,,,,,,,,W000813,N00031226,02,17223.0,True,Jackie Walorski,R,/api/v1/lawmaker/17223/,IN,
3529,,,,,,,,,,,,,,,,,,,,,,,,N00030931,03,16780.0,False,Rachel Grubb,R,/api/v1/lawmaker/16780/,IN,
3530,,,,,,,,,,,,,,,,,,,,,,,,N00030931,03,17224.0,False,Rachel Grubb,R,/api/v1/lawmaker/17224/,IN,
3531,,,,,,,,,,,,,,,,,,,,,,,,N00030705,05,16782.0,False,Brose Allen McVey,R,/api/v1/lawmaker/16782/,IN,
3532,,,,,,,,,,,,,,,,,,,,,,,,N00030705,05,17226.0,False,Brose Allen McVey,R,/api/v1/lawmaker/17226/,IN,
3533,,,,,,,,,,,,,,,,,,,,,,,,N00030711,05,16783.0,False,Allen Lucas Messer,R,/api/v1/lawmaker/16783/,IN,
3534,,,,,,,,,,,,,,,,,,,,,,,,N00030711,05,17227.0,False,Allen Lucas Messer,R,/api/v1/lawmaker/17227/,IN,
3535,,,,,,,,,,,,,,,,,,,,,,,M001191,N00033091,18,18603.0,True,Patrick Murphy,D,/api/v1/lawmaker/18603/,FL,Rep.
3536,,,,,,,,,,,,,,,,,,,,,,,,N00030869,05,16785.0,False,Adam David Dolce,R,/api/v1/lawmaker/16785/,IN,
3537,,,,,,,,,,,,,,,,,,,,,,,,N00030869,05,17229.0,False,Adam David Dolce,R,/api/v1/lawmaker/17229/,IN,
3538,,,,,,,,,,,,,,,,,,,,,,,,N00031003,07,16786.0,False,Carlos Andrew May,R,/api/v1/lawmaker/16786/,IN,
3539,,,,,,,,,,,,,,,,,,,,,,,,N00031003,07,17230.0,False,Carlos Andrew May,R,/api/v1/lawmaker/17230/,IN,
3540,,,,,,,,,,,,,,,,,,,,,,,,N00030791,08,16787.0,False,Daniel Duane Stockton,R,/api/v1/lawmaker/16787/,IN,
3541,,,,,,,,,,,,,,,,,,,,,,,,N00030791,08,17231.0,False,Daniel Duane Stockton,R,/api/v1/lawmaker/17231/,IN,
3542,,,,,,,,,,,,,,,,,,,,,,,,N00030742,09,16790.0,False,Travis Hankins,R,/api/v1/lawmaker/16790/,IN,
3543,,,,,,,,,,,,,,,,,,,,,,,,N00030742,09,17234.0,False,Travis Hankins,R,/api/v1/lawmaker/17234/,IN,
3544,,,,,,,,,,,,,,,,,,,,,,,,N00031229,02,16791.0,False,Laura Kelly,D,/api/v1/lawmaker/16791/,KS,
3545,,,,,,,,,,,,,,,,,,,,,,,,N00031229,02,17242.0,False,Laura Kelly,D,/api/v1/lawmaker/17242/,KS,
3546,,,,,,,,,,,,,,,,,,,,,,,,N00031048,03,16792.0,False,John Rysavy,R,/api/v1/lawmaker/16792/,KS,
3547,,,,,,,,,,,,,,,,,,,,,,,,N00031048,03,17243.0,False,John Rysavy,R,/api/v1/lawmaker/17243/,KS,
3548,,,,,,,,,,,,,,,,,,,,,,,,N00031049,03,16793.0,False,Daniel Gilyeat,R,/api/v1/lawmaker/16793/,KS,
3549,,,,,,,,,,,,,,,,,,,,,,,,N00031049,03,17244.0,False,Daniel Gilyeat,R,/api/v1/lawmaker/17244/,KS,
3550,,,,,,,,,,,,,,,,,,,,,,,,N00031105,03,16794.0,False,Steve Rose,R,/api/v1/lawmaker/16794/,KS,
3551,,,,,,,,,,,,,,,,,,,,,,,,N00031105,03,17245.0,False,Steve Rose,R,/api/v1/lawmaker/17245/,KS,
3552,,,,,,,,,,,,,,,,,,,,,,,,N00031231,03,16795.0,False,Marilyn Parker,R,/api/v1/lawmaker/16795/,KY,
3553,,,,,,,,,,,,,,,,,,,,,,,,N00031231,03,17252.0,False,Marilyn Parker,R,/api/v1/lawmaker/17252/,KY,
3554,,,,,,,,,,,,,,,,,,,,,,,,N00031232,03,16796.0,False,Christopher,R,/api/v1/lawmaker/16796/,KY,
3555,,,,,,,,,,,,,,,,,,,,,,,,N00031232,03,17253.0,False,Christopher,R,/api/v1/lawmaker/17253/,KY,
3556,,,,,,,,,,,,,,,,,,,,,,,,N00030672,04,16797.0,False,John Waltz,D,/api/v1/lawmaker/16797/,KY,
3557,,,,,,,,,,,,,,,,,,,,,,,,N00030672,04,17254.0,False,John Waltz,D,/api/v1/lawmaker/17254/,KY,
3558,,,,,,,,,,,,,,,,,,,,,,,,N00030871,06,16798.0,False,Matt Lockett,R,/api/v1/lawmaker/16798/,KY,
3559,,,,,,,,,,,,,,,,,,,,,,,,N00030871,06,17255.0,False,Matt Lockett,R,/api/v1/lawmaker/17255/,KY,
3560,,,,,,,,,,,,,,,,,,,,,,,,N00031107,02,16800.0,False,Juan Lafonta,D,/api/v1/lawmaker/16800/,LA,
3561,,,,,,,,,,,,,,,,,,,,,,,,N00031107,02,17257.0,False,Juan Lafonta,D,/api/v1/lawmaker/17257/,LA,
3562,,,,,,,,,,,,,,,,,,,,,,,,N00031108,03,16801.0,False,Kristian Lee Magar,R,/api/v1/lawmaker/16801/,LA,
3563,,,,,,,,,,,,,,,,,,,,,,,,N00031108,03,17258.0,False,Kristian Lee Magar,R,/api/v1/lawmaker/17258/,LA,
3564,,,,,,,,,,,,,,,,,,,,,,,,N00030792,02,16802.0,False,Jay Fleitman,R,/api/v1/lawmaker/16802/,MA,
3565,,,,,,,,,,,,,,,,,,,,,,,,N00030792,02,17260.0,False,Jay Fleitman,R,/api/v1/lawmaker/17260/,MA,
3566,,,,,,,,,,,,,,,,,,,,,,,,N00031050,02,16803.0,False,Tom Wesley,R,/api/v1/lawmaker/16803/,MA,
3567,,,,,,,,,,,,,,,,,,,,,,,,N00031050,02,17261.0,False,Tom Wesley,R,/api/v1/lawmaker/17261/,MA,
3568,,,,,,,,,,,,,,,,,,,,,,,,N00030793,04,16804.0,False,Keith Messina,I,/api/v1/lawmaker/16804/,MA,
3569,,,,,,,,,,,,,,,,,,,,,,,,N00030793,04,17262.0,False,Keith Messina,I,/api/v1/lawmaker/17262/,MA,
3570,,,,,,,,,,,,,,,,,,,,,,,,N00030872,05,16805.0,False,Sambo Meas,R,/api/v1/lawmaker/16805/,MA,
3571,,,,,,,,,,,,,,,,,,,,,,,,N00030872,05,17263.0,False,Sambo Meas,R,/api/v1/lawmaker/17263/,MA,
3572,,,,,,,,,,,,,,,,,,,,,,,,N00030934,06,16807.0,False,David Michael Sukoff,R,/api/v1/lawmaker/16807/,MA,
3573,,,,,,,,,,,,,,,,,,,,,,,,N00030934,06,17265.0,False,David Michael Sukoff,R,/api/v1/lawmaker/17265/,MA,
3574,,,,,,,,,,,,,,,,,,,,,,,,N00030935,06,16808.0,False,William John Hudak Jr,R,/api/v1/lawmaker/16808/,MA,
3575,,,,,,,,,,,,,,,,,,,,,,,,N00030935,06,17266.0,False,William John Hudak Jr,R,/api/v1/lawmaker/17266/,MA,
3576,,,,,,,,,,,,,,,,,,,,,,,,N00030936,01,16809.0,False,Jefferson Ludwig Ghrist Jr,R,/api/v1/lawmaker/16809/,MD,
3577,,,,,,,,,,,,,,,,,,,,,,,,N00030936,01,17267.0,False,Jefferson Ludwig Ghrist Jr,R,/api/v1/lawmaker/17267/,MD,
3578,,,,,,,,,,,,,,,,,,,,,,,,N00031004,01,16810.0,False,Grady Romblad,R,/api/v1/lawmaker/16810/,MD,
3579,,,,,,,,,,,,,,,,,,,,,,,,N00031004,01,17268.0,False,Grady Romblad,R,/api/v1/lawmaker/17268/,MD,
3580,,,,,,,,,,,,,,,,,,,,,,,,N00031051,05,16811.0,False,Charles J. Lollar,R,/api/v1/lawmaker/16811/,MD,
3581,,,,,,,,,,,,,,,,,,,,,,,,N00031051,05,17269.0,False,Charles J. Lollar,R,/api/v1/lawmaker/17269/,MD,
3582,,,,,,,,,,,,,,,,,,,,,,,,N00030745,06,16812.0,False,Casey Clark,D,/api/v1/lawmaker/16812/,MD,Cand.
3583,,,,,,,,,,,,,,,,,,,,,,,,N00030873,02,16813.0,False,Jason Levesque,R,/api/v1/lawmaker/16813/,ME,
3584,,,,,,,,,,,,,,,,,,,,,,,,N00030873,02,17271.0,False,Jason Levesque,R,/api/v1/lawmaker/17271/,ME,
3585,,,,,,,,,,,,,,,,,,,,,,,,N00030795,05,16814.0,False,Rick Wilson,R,/api/v1/lawmaker/16814/,MI,
3586,,,,,,,,,,,,,,,,,,,,,,,,N00030674,07,16815.0,False,Scott Eugene Aughney,I,/api/v1/lawmaker/16815/,MI,
3587,,,,,,,,,,,,,,,,,,,,,,,,N00030674,07,17276.0,False,Scott Eugene Aughney,I,/api/v1/lawmaker/17276/,MI,
3588,,,,,,,,,,,,,,,,,,,,,,,,N00031052,07,16816.0,False,Marvin Carlson,R,/api/v1/lawmaker/16816/,MI,
3589,,,,,,,,,,,,,,,,,,,,,,,,N00031052,07,17277.0,False,Marvin Carlson,R,/api/v1/lawmaker/17277/,MI,
3590,,,,,,,,,,,,,,,,,,,,,,,,N00030796,09,16817.0,False,Paul F. Welday,R,/api/v1/lawmaker/16817/,MI,
3591,,,,,,,,,,,,,,,,,,,,,,,,N00030796,09,17278.0,False,Paul F. Welday,R,/api/v1/lawmaker/17278/,MI,
3592,,,,,,,,,,,,,,,,,,,,,,,,N00029400,1,18739.0,,Michelle Lujan Grisham,D,/api/v1/lawmaker/18739/,NM,Representative
3593,,,,,,,,,,,,,,,,,,,,,,,,N00030746,11,16819.0,False,Natalie Mosher,D,/api/v1/lawmaker/16819/,MI,
3594,,,,,,,,,,,,,,,,,,,,,,,,N00030746,11,17280.0,False,Natalie Mosher,D,/api/v1/lawmaker/17280/,MI,
3595,,,,,,,,,,,,,,,,,,,,,,,,N00030764,12,16820.0,False,Mickey Switalski,D,/api/v1/lawmaker/16820/,MI,
3596,,,,,,,,,,,,,,,,,,,,,,,,N00030764,12,17281.0,False,Mickey Switalski,D,/api/v1/lawmaker/17281/,MI,
3597,,,,,,,,,,,,,,,,,,,,,,,S001184,N00031782,,18588.0,True,Tim Scott,R,/api/v1/lawmaker/18588/,SC,Sen.
3598,,,,,,,,,,,,,,,,,,,,,,Tim Scott,S001184,N00031782,,18616.0,True,Tomorrow Is Meaningful (TIM) PAC,,/api/v1/lawmaker/18616/,,
3599,,,,,,,,,,,,,,,,,,,,,,,S001184,N00031782,01,17975.0,True,Tim Scott,R,/api/v1/lawmaker/17975/,SC,Rep.
3600,,,,,,,,,,,,,,,,,,,,,,,,N00030938,06,16822.0,False,Tarryl Clark,D,/api/v1/lawmaker/16822/,MN,
3601,,,,,,,,,,,,,,,,,,,,,,,,N00030938,06,17283.0,False,Tarryl Clark,D,/api/v1/lawmaker/17283/,MN,
3602,,,,,,,,,,,,,,,,,,,,,,,,N00030939,08,16823.0,False,Justin Eichorn,R,/api/v1/lawmaker/16823/,MN,
3603,,,,,,,,,,,,,,,,,,,,,,,,N00030939,08,17284.0,False,Justin Eichorn,R,/api/v1/lawmaker/17284/,MN,
3604,,,,,,,,,,,,,,,,,,,,,,,,N00030940,03,16824.0,False,Edward R. Martin Jr,R,/api/v1/lawmaker/16824/,MO,
3605,,,,,,,,,,,,,,,,,,,,,,,,N00030940,03,17285.0,False,Edward R. Martin Jr,R,/api/v1/lawmaker/17285/,MO,
3606,,,,,,,,,,,,,,,,,,,,,,,,N00031053,04,16826.0,False,Bill Stouffer,R,/api/v1/lawmaker/16826/,MO,
3607,,,,,,,,,,,,,,,,,,,,,,,,N00031053,04,17287.0,False,Bill Stouffer,R,/api/v1/lawmaker/17287/,MO,
3608,,,,,,,,,,,,,,,,,,,,,,,,N00031112,04,16828.0,False,James A. Scholz,R,/api/v1/lawmaker/16828/,MO,
3609,,,,,,,,,,,,,,,,,,,,,,,,N00031112,04,17289.0,False,James A. Scholz,R,/api/v1/lawmaker/17289/,MO,
3610,,,,,,,,,,,,,,,,,,,,,,,,N00031235,04,16829.0,False,Brian Riley,R,/api/v1/lawmaker/16829/,MO,
3611,,,,,,,,,,,,,,,,,,,,,,,,N00031235,04,17290.0,False,Brian Riley,R,/api/v1/lawmaker/17290/,MO,
3612,,,,,,,,,,,,,,,,,,,,,,,,N00031113,08,16830.0,False,Robert David Parker,R,/api/v1/lawmaker/16830/,MO,
3613,,,,,,,,,,,,,,,,,,,,,,,,N00031113,08,17296.0,False,Robert David Parker,R,/api/v1/lawmaker/17296/,MO,
3614,,,,,,,,,,,,,,,,,,,,,,,,N00030942,04,16833.0,False,Joseph,R,/api/v1/lawmaker/16833/,MS,
3615,,,,,,,,,,,,,,,,,,,,,,,,N00030942,04,17299.0,False,Joseph,R,/api/v1/lawmaker/17299/,MS,
3616,,,,,,,,,,,,,,,,,,,,,,,,N00030677,01,16834.0,False,Dennis McDonald,D,/api/v1/lawmaker/16834/,MT,
3617,,,,,,,,,,,,,,,,,,,,,,,,N00030677,01,17300.0,False,Dennis McDonald,D,/api/v1/lawmaker/17300/,MT,
3618,,,,,,,,,,,,,,,,,,,,,,,,N00031237,01,16835.0,False,Agnes J. Otjen,R,/api/v1/lawmaker/16835/,MT,
3619,,,,,,,,,,,,,,,,,,,,,,,,N00031237,01,17301.0,False,Agnes J. Otjen,R,/api/v1/lawmaker/17301/,MT,
3620,,,,,,,,,,,,,,,,,,,,,,,,N00030747,01,16836.0,False,Tyler Gernant,D,/api/v1/lawmaker/16836/,MT,
3621,,,,,,,,,,,,,,,,,,,,,,,,N00030747,01,17302.0,False,Tyler Gernant,D,/api/v1/lawmaker/17302/,MT,
3622,,,,,,,,,,,,,,,,,,,,,,,,N00031115,01,16837.0,False,Chad Edward Larkins,R,/api/v1/lawmaker/16837/,NC,
3623,,,,,,,,,,,,,,,,,,,,,,,,N00031115,01,17303.0,False,Chad Edward Larkins,R,/api/v1/lawmaker/17303/,NC,
3624,,,,,,,,,,,,,,,,,,,,,,,,N00031007,04,16839.0,False,Frank Roche,R,/api/v1/lawmaker/16839/,NC,
3625,,,,,,,,,,,,,,,,,,,,,,,,N00031007,04,17305.0,False,Frank Roche,R,/api/v1/lawmaker/17305/,NC,
3626,,,,,,,,,,,,,,,,,,,,,,,,N00031034,08,16840.0,False,Darrell L. Day,R,/api/v1/lawmaker/16840/,NC,
3627,,,,,,,,,,,,,,,,,,,,,,,,N00031034,08,17306.0,False,Darrell L. Day,R,/api/v1/lawmaker/17306/,NC,
3628,,,,,,,,,,,,,,,,,,,,,,,,N00031116,08,16841.0,False,Thomas Blair Sweeney,R,/api/v1/lawmaker/16841/,NC,
3629,,,,,,,,,,,,,,,,,,,,,,,,N00031116,08,17307.0,False,Thomas Blair Sweeney,R,/api/v1/lawmaker/17307/,NC,
3630,,,,,,,,,,,,,,,,,,,,,,,,N00031238,08,16842.0,False,Harold P. Jordan,3,/api/v1/lawmaker/16842/,NC,
3631,,,,,,,,,,,,,,,,,,,,,,,,N00031238,08,17310.0,False,Harold P. Jordan,3,/api/v1/lawmaker/17310/,NC,
3632,,,,,,,,,,,,,,,,,,,,,,,,N00031119,09,16843.0,False,Jeffrey James Doctor,D,/api/v1/lawmaker/16843/,NC,
3633,,,,,,,,,,,,,,,,,,,,,,,,N00031119,09,17311.0,False,Jeffrey James Doctor,D,/api/v1/lawmaker/17311/,NC,
3634,,,,,,,,,,,,,,,,,,,,,,,,N00008060,10,16844.0,False,John Scott Keadle,R,/api/v1/lawmaker/16844/,NC,
3635,,,,,,,,,,,,,,,,,,,,,,,,N00008060,10,17312.0,False,John Scott Keadle,R,/api/v1/lawmaker/17312/,NC,
3636,,,,,,,,,,,,,,,,,,,,,,,,N00031182,12,16845.0,False,Paul Allen Johnson,R,/api/v1/lawmaker/16845/,NC,
3637,,,,,,,,,,,,,,,,,,,,,,,,N00031182,12,17313.0,False,Paul Allen Johnson,R,/api/v1/lawmaker/17313/,NC,
3638,,,,,,,,,,,,,,,,,,,,,,,,N00031008,13,16847.0,False,Bill Randall,R,/api/v1/lawmaker/16847/,NC,
3639,,,,,,,,,,,,,,,,,,,,,,,,N00031008,13,17315.0,False,Bill Randall,R,/api/v1/lawmaker/17315/,NC,
3640,,,,,,,,,,,,,,,,,,,,,,,,N00031054,00,16848.0,False,Paul Schaffner,R,/api/v1/lawmaker/16848/,ND,
3641,,,,,,,,,,,,,,,,,,,,,,,,N00031054,00,17316.0,False,Paul Schaffner,R,/api/v1/lawmaker/17316/,ND,
3642,,,,,,,,,,,,,,,,,,,,,,,,N00030800,02,16849.0,False,Matthew Sakalosky,R,/api/v1/lawmaker/16849/,NE,
3643,,,,,,,,,,,,,,,,,,,,,,,,N00030800,02,17317.0,False,Matthew Sakalosky,R,/api/v1/lawmaker/17317/,NE,
3644,,,,,,,,,,,,,,,,,,,,,,,,N00030989,02,16850.0,False,Thomas M. White,D,/api/v1/lawmaker/16850/,NE,
3645,,,,,,,,,,,,,,,,,,,,,,,,N00030989,02,17318.0,False,Thomas M. White,D,/api/v1/lawmaker/17318/,NE,
3646,,,,,,,,,,,,,,,,,,,,,,,,N00030678,03,16851.0,False,Rebekah Elizabeth Davis,D,/api/v1/lawmaker/16851/,NE,
3647,,,,,,,,,,,,,,,,,,,,,,,,N00030678,03,17319.0,False,Rebekah Elizabeth Davis,D,/api/v1/lawmaker/17319/,NE,
3648,,,,,,,,,,,,,,,,,,,,,,,,N00031055,03,16852.0,False,Robert C. Larson,D,/api/v1/lawmaker/16852/,NE,
